"CARTMAN","STAN","KENNY","CHEF","MR..GARRISON","WENDY","NARRATOR","ANNOUNCER","JIMBO","MAYOR","JESUS","TERRANCE","REPORTER","COUNSELOR.MACKEY","SHARON","RANDY","JIMMY","BUTTERS","CHRIS","MS..CHOKSONDIK","MEPHESTO","MS..CARTMAN","KYLE","ALL.OTHERS","word"
3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,"come on stan"
3,9,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,1,4,3,"come on we"
12,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"come on you"
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"come out of"
4,8,0,2,4,1,0,0,2,1,0,0,0,1,0,0,0,3,0,1,0,0,3,11,"come up with"
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,"come with me"
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"could have been"
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"could i have"
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"could make a"
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,"could you please"
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"crap out of"
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,"did he say"
0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,"did you do"
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"did you find"
